receipt_id,text,label,makro_label,total_belanja
5748,chicken nugget spicy chicken wings nasi putih ayam goreng crispy ice cream cone,Fast Food,Food & Beverage,240000
5749,shell super,Gas & Fuel,Transportation,257500
5750,roma kelapa frisian flag uht,Groceries,Food & Beverage,45000
5751,sos pembersih lantai lap microfiber sikat wc sunlight lime tissue paseo s wipol,Household,Housing & Utilities,352000
5752,usb hub port,Electronics & Software,Lifestyle & Entertainment,173000
5753,pertamax,Gas & Fuel,Transportation,39000
5754,anti gores hp oppo a,Electronics & Software,Lifestyle & Entertainment,2756000
5755,paracetamol mg betadine oralit sachet,Health,Health & Personal Care,41000
5756,charger fast,Electronics & Software,Lifestyle & Entertainment,82000
5757,pisau dapur obeng set kabel roll stop rak susun tingkat keran air gantungan baju set storage box l talenan lampu led cat tembok bantal sofa artificial plant,Home Improvement,Housing & Utilities,1949500
5758,es teh manis soto ayam mie goreng jawa jeruk hangat gurame bakar dimsum ayam ayam bakar madu capcay seafood sop iga kwetiau siram sapi,Restaurants,Food & Beverage,446400
5759,shell super,Gas & Fuel,Transportation,315000
5760,burger cheese spicy chicken wings,Fast Food,Food & Beverage,166000
5761,oralit sachet hansaplast obh combi minyak kayu putih,Health,Health & Personal Care,79000
5762,beras ramos good day cappuccino roma kelapa telur ayam,Groceries,Food & Beverage,282600
5763,roma kelapa lifebuoy sabun batang,Groceries,Food & Beverage,56000
5764,komix jahe,Health,Health & Personal Care,3000
5765,shell v power,Gas & Fuel,Transportation,186000
5766,lychee tea,Coffee Shops,Food & Beverage,30000
5767,cinnamon roll chocolate ice iced americano es kopi pandan cappuccino,Coffee Shops,Food & Beverage,239000
5768,bp,Gas & Fuel,Transportation,574000
5769,minyak kayu putih vitamin c mg termometer digital oralit sachet bodrex flu batuk,Health,Health & Personal Care,241000
5770,cat tembok storage box l organizer drawer artificial plant,Home Improvement,Housing & Utilities,498000
5771,caffe latte tax resto,Coffee Shops,Food & Beverage,32000
5772,spanish latte banana bread almond croissant cappuccino chocolate ice brownies caffe latte lychee tea cheesecake slice tax resto oat milk,Coffee Shops,Food & Beverage,546000
5773,service charge air mineral,Restaurants,Food & Beverage,59900
5774,le minerale fiesta nugget good day cappuccino pepsodent aqua pop mie ayam frisian flag uht,Groceries,Food & Beverage,300000
5775,pb spaghetti chicken burger cheese paket hemat pudding chocolate rice bowl chicken,Fast Food,Food & Beverage,447300
5776,sambal extra nasi putih,Fast Food,Food & Beverage,54500
5777,kain pel attack easy molto pewangi sunlight lime super pell stella pengharum,Household,Housing & Utilities,390500
5778,pertamax,Gas & Fuel,Transportation,338000
5779,sunlight lime roma kelapa,Groceries,Food & Beverage,117000
5780,pudding chocolate cola medium sambal extra nasi putih,Fast Food,Food & Beverage,180000
5781,chitato sapi panggang silverqueen lifebuoy sabun batang le minerale tepung segitiga biru indomie ayam bawang sosis so nice filma minyak l bimoli l garam refina,Groceries,Food & Beverage,178000
5782,matcha latte iced americano banana bread es kopi pandan,Coffee Shops,Food & Beverage,119000
5783,yakult roma kelapa garam refina piattos sapi panggang ultra milk coklat nu green tea saus sambal abc,Groceries,Food & Beverage,292000
5784,sport bra,Apparel,Lifestyle & Entertainment,130000
5785,tiket kereta ekonomi,Transportation,Transportation,157000
5786,garam refina mie sedaap soto fiesta nugget le minerale sunlight lime,Groceries,Food & Beverage,190000
5787,kabel roll stop,Home Improvement,Housing & Utilities,163000
5788,shell v power,Gas & Fuel,Transportation,33000
5789,revvo,Gas & Fuel,Transportation,336000
5790,mie sedaap soto frisian flag uht roti tawar sari roti ultra milk coklat,Groceries,Food & Beverage,126000
5791,keyboard usb flashdisk samsung a case hp,Electronics & Software,Lifestyle & Entertainment,2820000
5792,chitato sapi panggang frisian flag uht nu green tea mie sedaap soto sosis so nice indomie ayam bawang,Groceries,Food & Beverage,48000
5793,wardah lightening toner azarine sunscreen,Beauty,Health & Personal Care,99000
5794,bakso urat bebek goreng air mineral sate ayam tsk mie ayam jamur kwetiau siram sapi,Restaurants,Food & Beverage,206100
5795,take away bag paket burger combo ayam goreng crispy chicken popcorn ice cream cone,Fast Food,Food & Beverage,130300
5796,banana bread lychee tea spanish latte caffe latte cappuccino cheesecake slice croissant butter brownies,Coffee Shops,Food & Beverage,344500
5797,tiket pesawat domestik,Transportation,Transportation,864000
5798,polo shirt sepatu sneakers,Apparel,Lifestyle & Entertainment,884000
5799,pudding chocolate chicken popcorn,Fast Food,Food & Beverage,42500
5800,french fries paket ayam nasi,Fast Food,Food & Beverage,55000
5801,almond croissant es kopi pandan service charge spanish latte,Coffee Shops,Food & Beverage,149400
5802,herborist body butter maybelline fit me,Beauty,Health & Personal Care,260000
5803,chicken popcorn cola medium burger cheese ice cream cone take away bag,Fast Food,Food & Beverage,116000
5804,promag tablet oralit sachet termometer digital sanmol tablet antangin cair minyak kayu putih hansaplast obh combi panadol biru strip enervon c botol,Health,Health & Personal Care,483000
5805,shell v power,Gas & Fuel,Transportation,480000
5806,banana bread chocolate ice cappuccino matcha latte cheesecake slice,Coffee Shops,Food & Beverage,482000
5807,beras ramos sosis so nice mie sedaap soto gula pasir ultra milk coklat silverqueen aqua,Groceries,Food & Beverage,497500
5808,hand cream,Beauty,Health & Personal Care,19000
5809,bantal sofa obeng set cat tembok jam dinding organizer drawer food container set keran air gantungan baju set pot tanaman,Home Improvement,Housing & Utilities,1268000
5810,bimoli l indomie goreng le minerale silverqueen walls cornetto,Groceries,Food & Beverage,258000
5811,cumi saus padang sop iga es cendol soto ayam,Restaurants,Food & Beverage,448500
5812,oat milk es kopi pandan kopi susu gula aren,Coffee Shops,Food & Beverage,87500
5813,caffe latte es kopi pandan cappuccino matcha latte,Coffee Shops,Food & Beverage,199000
5814,lifebuoy sabun batang telur ayam frisian flag uht,Groceries,Food & Beverage,58000
5815,karbol wangi kain pel attack easy,Household,Housing & Utilities,215500
5816,gurame bakar soto ayam sop iga service charge ayam bakar madu bakso urat,Restaurants,Food & Beverage,488000
5817,pisau dapur rak susun tingkat storage box l jam dinding pot tanaman artificial plant,Home Improvement,Housing & Utilities,697000
5818,masker medis minyak kayu putih vitamin c mg antangin cair,Health,Health & Personal Care,137000
5819,shell super,Gas & Fuel,Transportation,652000
5820,jam dinding obeng set keran air pisau dapur food container set kabel roll stop,Home Improvement,Housing & Utilities,909000
5821,chitato sapi panggang lifebuoy sabun batang frisian flag uht garam refina teh pucuk mie sedaap soto piattos sapi panggang,Groceries,Food & Beverage,134500
5822,pertalite,Gas & Fuel,Transportation,290000
5823,lifebuoy sabun batang sosis so nice silverqueen kecap bango,Groceries,Food & Beverage,118000
5824,hansaplast antangin cair panadol biru strip minyak kayu putih promag tablet,Health,Health & Personal Care,112000
5825,sop iga mie goreng jawa,Restaurants,Food & Beverage,310000
5826,kopi susu gula aren cinnamon roll extra shot cheesecake slice spanish latte tax resto caffe latte,Coffee Shops,Food & Beverage,384800
5827,sepatu sneakers topi baseball,Apparel,Lifestyle & Entertainment,862000
5828,roti tawar sari roti ultra milk coklat good day cappuccino piattos sapi panggang tepung segitiga biru telur ayam,Groceries,Food & Beverage,243500
5829,kabel roll stop sekrup set storage box l artificial plant,Home Improvement,Housing & Utilities,423500
5830,paket ayam nasi chicken nugget rice bowl chicken french fries nasi putih burger cheese take away bag ayam goreng crispy,Fast Food,Food & Beverage,300000
5831,bp,Gas & Fuel,Transportation,196000
5832,kecap bango oreo vanilla fiesta nugget mie sedaap soto roma kelapa,Groceries,Food & Beverage,105000
5833,saus sambal abc indomie goreng piattos sapi panggang,Groceries,Food & Beverage,32000
5834,bodrex flu batuk panadol biru strip,Health,Health & Personal Care,27000
5835,iced americano chocolate ice,Coffee Shops,Food & Beverage,130000
5836,lychee tea caffe latte croissant butter iced americano,Coffee Shops,Food & Beverage,117800
5837,komix jahe masker medis tolak angin box vitamin c mg minyak kayu putih obh combi promag tablet,Health,Health & Personal Care,261500
5838,paket hemat sambal extra paket ayam nasi spaghetti chicken paket burger combo,Fast Food,Food & Beverage,188000
5839,organizer drawer pot tanaman gantungan baju set kabel roll stop sekrup set pisau dapur,Home Improvement,Housing & Utilities,572000
5840,sikat wc attack easy super pell rinso deterjen,Household,Housing & Utilities,189700
5841,lemon tea french fries take away bag,Fast Food,Food & Beverage,50000
5842,cheesecake slice es kopi pandan extra shot iced americano matcha latte kopi susu gula aren brownies chocolate ice lychee tea cinnamon roll,Coffee Shops,Food & Beverage,609500
5843,komix jahe panadol biru strip bodrex flu batuk enervon c botol obh combi oralit sachet masker medis vitamin c mg betadine tolak angin box,Health,Health & Personal Care,450800
5844,es kopi pandan banana bread cappuccino extra shot,Coffee Shops,Food & Beverage,141000
5845,nasi goreng spesial cumi saus padang ayam bakar madu soto ayam es teh manis mie ayam jamur es cendol,Restaurants,Food & Beverage,415000
5846,aqua chitato sapi panggang,Groceries,Food & Beverage,103000
5847,frisian flag uht roti tawar sari roti oreo vanilla,Groceries,Food & Beverage,59000
5848,spaghetti chicken nasi putih burger cheese,Fast Food,Food & Beverage,69500
5849,cat tembok jam dinding bantal sofa,Home Improvement,Housing & Utilities,321000
5850,shell super,Gas & Fuel,Transportation,542000
5851,ponds face wash makarizo hair mask somethinc serum azarine sunscreen hand cream body mist revlon lipstick pixy bedak two way cake garnier micellar water scarlett body scrub,Beauty,Health & Personal Care,922500
5852,aqua kecap bango pepsodent frisian flag uht lifebuoy sabun batang ultra milk coklat garam refina tissue nice s pop mie ayam silverqueen roti tawar sari roti gula pasir,Groceries,Food & Beverage,449500
5853,emina lip cream pixy bedak two way cake hand cream,Beauty,Health & Personal Care,139000
5854,oreo vanilla garam refina kopi kapal api mix,Groceries,Food & Beverage,33000
5855,aqua telur ayam saus sambal abc sosis so nice lifebuoy sabun batang gula pasir tissue nice s filma minyak l nu green tea piattos sapi panggang,Groceries,Food & Beverage,180000
5856,spicy chicken wings burger cheese,Fast Food,Food & Beverage,110000
5857,take away bag lemon tea,Fast Food,Food & Beverage,24000
5858,frisian flag uht beras ramos le minerale,Groceries,Food & Beverage,100500
5859,hand cream,Beauty,Health & Personal Care,106000
5860,fiesta nugget kecap bango walls cornetto pepsodent kopi kapal api mix gula pasir tissue nice s,Groceries,Food & Beverage,208500
5861,dexlite,Gas & Fuel,Transportation,420000
5862,pertalite,Gas & Fuel,Transportation,320000
5863,spanish latte,Coffee Shops,Food & Beverage,99000
5864,wardah lightening toner azarine sunscreen vaseline body lotion hand cream skintific moisturizer,Beauty,Health & Personal Care,306300
5865,pepsodent aqua walls cornetto,Groceries,Food & Beverage,30000
5866,storage box l artificial plant obeng set jam dinding pisau dapur talenan,Home Improvement,Housing & Utilities,548700
5867,kopi kapal api mix pop mie ayam kecap bango lifebuoy sabun batang telur ayam,Groceries,Food & Beverage,95000
5868,travel antarkota,Transportation,Transportation,189000
5869,kain pel spon cuci piring sabun cuci tangan,Household,Housing & Utilities,129400
5870,gurame bakar sate ayam tsk,Restaurants,Food & Beverage,128500
5871,chitato sapi panggang silverqueen tepung segitiga biru good day cappuccino bimoli l indomie goreng mie sedaap soto walls cornetto nu green tea tissue nice s kopi kapal api mix ultra milk coklat,Groceries,Food & Beverage,305800
5872,pertamax turbo,Gas & Fuel,Transportation,528000
5873,pertamax turbo,Gas & Fuel,Transportation,405000
5874,oreo vanilla mie sedaap soto garam refina lifebuoy sabun batang sunlight lime beras ramos saus sambal abc aqua,Groceries,Food & Beverage,209900
5875,pertamax turbo,Gas & Fuel,Transportation,15000
5876,kain pel sabun cuci tangan tissue paseo s baygon aerosol lap microfiber stella pengharum karbol wangi,Household,Housing & Utilities,585000
5877,kain pel spon cuci piring tissue paseo s sikat wc stella pengharum sos pembersih lantai rinso deterjen,Household,Housing & Utilities,503000
5878,pop mie ayam walls cornetto chitato sapi panggang bimoli l roma kelapa,Groceries,Food & Beverage,104000
5879,maybelline fit me,Beauty,Health & Personal Care,124000
5880,ellips hair vitamin hand cream somethinc serum,Beauty,Health & Personal Care,268000
5881,sabun cuci tangan super pell plastik sampah x sikat wc wipol baygon aerosol sos pembersih lantai molto pewangi karbol wangi spon cuci piring,Household,Housing & Utilities,720000
5882,gula pasir kecap bango chitato sapi panggang mie sedaap soto tissue nice s,Groceries,Food & Beverage,118000
5883,dimsum ayam,Restaurants,Food & Beverage,24000
5884,molto pewangi sunlight lime rinso deterjen spon cuci piring sikat wc karbol wangi super pell sos pembersih lantai wipol tissue paseo s baygon aerosol kain pel,Household,Housing & Utilities,720000
5885,saus sambal abc telur ayam sunlight lime bimoli l filma minyak l teh pucuk tepung segitiga biru fiesta nugget,Groceries,Food & Beverage,232500
5886,gurame bakar es teh manis es cendol,Restaurants,Food & Beverage,164000
5887,sabun cuci tangan sikat wc kain pel karbol wangi baygon aerosol plastik sampah x lap microfiber molto pewangi,Household,Housing & Utilities,460500
5888,spicy chicken wings ayam goreng crispy,Fast Food,Food & Beverage,121000
5889,gantungan baju set keran air food container set,Home Improvement,Housing & Utilities,403000
5890,tissue nice s sosis so nice oreo vanilla pop mie ayam garam refina saus sambal abc,Groceries,Food & Beverage,150000
5891,good day cappuccino roti tawar sari roti walls cornetto oreo vanilla aqua beras ramos sosis so nice tepung segitiga biru frisian flag uht,Groceries,Food & Beverage,652900
5892,revvo,Gas & Fuel,Transportation,28000
5893,es teh manis,Restaurants,Food & Beverage,90000
5894,sambal extra spicy chicken wings spaghetti chicken ice cream cone french fries pudding chocolate cola medium take away bag,Fast Food,Food & Beverage,208700
